Unique Key,Created Date,Borough,Zip,City,Complaint Type
35139948,2014-01-01 00:00:59,BRONX,10467,BRONX,HEAT/HOT WATER
35139948,2017-01-01 00:00:59,BRONX,10467,BRONX,HEAT/HOT WATER
35140478,2017-01-01 00:01:43,QUEENS,11368,CORONA,Blocked Driveway
35138317,2017-01-01 00:02:54,BROOKLYN,11209,BROOKLYN,Noise - Residential
35139300,2017-01-01 00:03:41,MANHATTAN,10040,NEW YORK,Noise - Residential
35143952,2017-01-01 00:03:42,BRONX,10470,BRONX,HEAT/HOT WATER
35138219,2017-01-01 00:04:00,BROOKLYN,11217,BROOKLYN,Traffic Signal Condition
35137537,2017-01-01 00:04:01,BROOKLYN,11214,BROOKLYN,Noise - Residential
35138401,2017-01-01 00:06:04,QUEENS,11691,FAR ROCKAWAY,Noise - Residential
35143178,2017-01-01 00:08:00,STATEN ISLAND,10305,STATEN ISLAND,Traffic Signal Condition
35139201,2017-01-01 00:08:24,BRONX,10458,BRONX,Noise - Residential
35140227,2017-01-01 00:09:08,QUEENS,11366,FRESH MEADOWS,Noise - Residential
35138514,2017-01-01 00:09:22,BROOKLYN,11217,BROOKLYN,Noise - Commercial
35139192,2017-01-01 00:11:25,BRONX,10460,BRONX,Blocked Driveway
35141927,2017-01-01 00:12:02,BROOKLYN,11204,BROOKLYN,Noise - Residential
35138447,2017-01-01 00:12:23,QUEENS,11419,SOUTH RICHMOND HILL,Blocked Driveway
35138731,2017-01-01 00:12:36,BRONX,10457,BRONX,Noise - Residential
35141039,2017-01-01 00:12:44,STATEN ISLAND,10312,STATEN ISLAND,Noise - Residential
35136964,2017-01-01 00:12:52,QUEENS,11419,SOUTH RICHMOND HILL,Blocked Driveway
35139279,2017-01-01 00:13:01,QUEENS,11373,ELMHURST,Noise - Residential
35142731,2017-01-01 00:13:28,BROOKLYN,11214,BROOKLYN,Blocked Driveway
35137369,2017-01-01 00:13:48,QUEENS,11374,REGO PARK,Noise - Residential
35137540,2017-01-01 00:14:00,BROOKLYN,11215,BROOKLYN,Noise - Street/Sidewalk
35140093,2017-01-01 00:14:02,BROOKLYN,11205,BROOKLYN,Noise - Residential
35136997,2017-01-01 00:14:06,MANHATTAN,10011,NEW YORK,Noise - Commercial
35145620,2017-01-01 00:14:24,MANHATTAN,10033,NEW YORK,HEAT/HOT WATER
35140898,2017-01-01 00:15:11,QUEENS,11368,CORONA,Blocked Driveway
35141975,2017-01-01 00:15:24,BROOKLYN,11221,BROOKLYN,Noise - Residential
35141719,2017-01-01 00:15:49,BROOKLYN,11234,BROOKLYN,Noise - Residential
35137596,2017-01-01 00:15:51,BROOKLYN,11232,BROOKLYN,Noise - Residential
35139322,2017-01-01 00:15:56,BROOKLYN,11229,BROOKLYN,Noise - Street/Sidewalk
35142562,2017-01-01 00:16:43,BROOKLYN,11249,BROOKLYN,Noise - Residential
35138402,2017-01-01 00:17:37,MANHATTAN,10031,NEW YORK,Noise - Residential
35136991,2017-01-01 00:17:38,QUEENS,11377,WOODSIDE,Noise - Residential
35146238,2017-01-01 00:17:49,BRONX,10472,BRONX,HEAT/HOT WATER
35142669,2017-01-01 00:17:55,STATEN ISLAND,10312,STATEN ISLAND,Noise - Residential
35141644,2017-01-01 00:18:00,BROOKLYN,11207,BROOKLYN,Traffic Signal Condition
35140901,2017-01-01 00:18:10,MANHATTAN,10027,NEW YORK,Noise - Residential
35138363,2017-01-01 00:18:27,QUEENS,11374,REGO PARK,Noise - Residential
35142670,2017-01-01 00:19:07,BROOKLYN,11234,BROOKLYN,Illegal Parking
35137488,2017-01-01 00:19:10,BRONX,10472,BRONX,Drug Activity
35143660,2017-01-01 00:19:22,BROOKLYN,11217,BROOKLYN,Noise - Commercial
35138718,2017-01-01 00:19:40,QUEENS,11373,ELMHURST,Noise - Residential
35138792,2017-01-01 00:20:10,MANHATTAN,10019,NEW YORK,Noise - Street/Sidewalk
35138255,2017-01-01 00:20:27,MANHATTAN,10040,NEW YORK,Noise - Residential
35139162,2017-01-01 00:20:36,STATEN ISLAND,10304,STATEN ISLAND,Noise - Residential
35138256,2017-01-01 00:21:20,MANHATTAN,10017,NEW YORK,Illegal Parking
35138522,2017-01-01 00:21:34,QUEENS,11435,JAMAICA,Noise - Street/Sidewalk
35141838,2017-01-01 00:21:39,BROOKLYN,11225,BROOKLYN,Noise - Street/Sidewalk
35143653,2017-01-01 00:21:57,MANHATTAN,10034,NEW YORK,Noise - Residential
35143550,2017-01-01 00:22:11,QUEENS,11105,ASTORIA,Noise - Residential
35143564,2017-01-01 00:22:21,QUEENS,11435,JAMAICA,Homeless Person Assistance
35138258,2017-01-01 00:22:26,MANHATTAN,10032,NEW YORK,Noise - Residential
35139277,2017-01-01 00:22:35,BROOKLYN,11234,BROOKLYN,Noise - Residential
35139205,2017-01-01 00:22:47,QUEENS,11361,BAYSIDE,Noise - Residential
35141582,2017-01-01 00:23:00,MANHATTAN,10029,NEW YORK,Street Light Condition
35138259,2017-01-01 00:23:01,BROOKLYN,11222,BROOKLYN,Noise - Residential
35143450,2017-01-01 00:23:05,BROOKLYN,11221,BROOKLYN,Noise - Residential
35141955,2017-01-01 00:23:13,QUEENS,11691,FAR ROCKAWAY,Noise - Residential
35142182,2017-01-01 00:23:34,BROOKLYN,11206,BROOKLYN,Noise - Residential
35147850,2017-01-01 00:23:51,BROOKLYN,11222,BROOKLYN,Street Condition
35142758,2017-01-01 00:23:52,MANHATTAN,10009,NEW YORK,Noise - Residential
35142732,2017-01-01 00:23:56,QUEENS,11357,WHITESTONE,Noise - Residential
35142537,2017-01-01 00:24:00,BROOKLYN,11217,BROOKLYN,Traffic Signal Condition
35141863,2017-01-01 00:24:13,BROOKLYN,11203,BROOKLYN,Noise - Residential
35143677,2017-01-01 00:24:42,QUEENS,11691,FAR ROCKAWAY,Noise - Residential
35139343,2017-01-01 00:24:46,QUEENS,11417,OZONE PARK,Illegal Parking
35146892,2017-01-01 00:24:56,BROOKLYN,11222,BROOKLYN,Street Condition
35139542,2017-01-01 00:24:57,QUEENS,11694,ROCKAWAY PARK,Noise - Residential
35137875,2017-01-01 00:25:16,MANHATTAN,10031,NEW YORK,Illegal Parking
35143545,2017-01-01 00:25:16,BROOKLYN,11232,BROOKLYN,Noise - Residential
35138432,2017-01-01 00:25:53,BROOKLYN,11226,BROOKLYN,Noise - Residential
35142690,2017-01-01 00:26:14,QUEENS,11691,FAR ROCKAWAY,Noise - Residential
35143021,2017-01-01 00:26:29,BRONX,10452,BRONX,Blocked Driveway
35143424,2017-01-01 00:26:34,QUEENS,11691,FAR ROCKAWAY,Noise - Residential
35141185,2017-01-01 00:26:36,QUEENS,11427,QUEENS VILLAGE,Noise - Residential
35141269,2017-01-01 00:26:52,MANHATTAN,10030,NEW YORK,Noise - Residential
35141658,2017-01-01 00:27:00,STATEN ISLAND,10303,STATEN ISLAND,Electronics Waste
35142757,2017-01-01 00:27:20,BROOKLYN,11213,BROOKLYN,Noise - Street/Sidewalk
35141871,2017-01-01 00:27:27,BROOKLYN,11238,BROOKLYN,Noise - Residential
35143676,2017-01-01 00:27:49,MANHATTAN,10038,NEW YORK,Noise - Residential
35138700,2017-01-01 00:27:54,QUEENS,11691,FAR ROCKAWAY,Noise - Street/Sidewalk
35137517,2017-01-01 00:28:25,MANHATTAN,10023,NEW YORK,Noise - Helicopter
35138431,2017-01-01 00:28:31,BROOKLYN,11238,BROOKLYN,Noise - Commercial
35141938,2017-01-01 00:28:43,BRONX,10451,BRONX,Illegal Parking
35136942,2017-01-01 00:29:18,MANHATTAN,10009,NEW YORK,Noise - Commercial
35146192,2017-01-01 00:29:30,QUEENS,11691,Far Rockaway,HEAT/HOT WATER
35137520,2017-01-01 00:29:43,QUEENS,11691,FAR ROCKAWAY,Noise - Vehicle
35142688,2017-01-01 00:30:05,STATEN ISLAND,10312,STATEN ISLAND,Noise - Residential
35136924,2017-01-01 00:30:06,BROOKLYN,11221,BROOKLYN,Noise - Residential
35141086,2017-01-01 00:30:06,STATEN ISLAND,10305,STATEN ISLAND,Noise - Residential
35141414,2017-01-01 00:30:11,MANHATTAN,10032,NEW YORK,Noise - Residential
35138467,2017-01-01 00:30:29,QUEENS,11691,FAR ROCKAWAY,Noise - Street/Sidewalk
35142710,2017-01-01 00:30:40,BRONX,10467,BRONX,Noise - Residential
35143004,2017-01-01 00:30:55,MANHATTAN,10014,NEW YORK,Noise - Commercial
35136986,2017-01-01 00:30:55,BROOKLYN,11223,BROOKLYN,Noise - Residential
35139204,2017-01-01 00:31:22,BROOKLYN,11225,BROOKLYN,Sidewalk Condition
35145741,2017-01-01 00:31:54,BROOKLYN,11249,BROOKLYN,Street Condition
35136920,2017-01-01 00:31:58,QUEENS,11373,ELMHURST,Noise - Residential
35136922,2017-01-01 00:32:34,QUEENS,11415,KEW GARDENS,Noise - Street/Sidewalk
35140499,2017-01-01 00:32:40,BROOKLYN,11236,BROOKLYN,Noise - Vehicle
35139376,2017-01-01 00:32:51,MANHATTAN,10012,NEW YORK,Noise - Residential
35140472,2017-01-01 00:32:51,MANHATTAN,10065,NEW YORK,Noise - Residential
35145861,2017-01-01 00:32:53,BROOKLYN,11249,BROOKLYN,Street Condition
35140910,2017-01-01 00:32:54,QUEENS,11105,ASTORIA,Noise - Street/Sidewalk
35142689,2017-01-01 00:33:07,QUEENS,11377,WOODSIDE,Illegal Parking
35141425,2017-01-01 00:33:13,MANHATTAN,10014,NEW YORK,Noise - Residential
35142083,2017-01-01 00:33:25,MANHATTAN,10027,NEW YORK,Noise - Residential
35139601,2017-01-01 00:33:38,STATEN ISLAND,10307,STATEN ISLAND,Noise - Street/Sidewalk
35144232,2017-01-01 00:34:00,QUEENS,11432,Jamaica,Sanitation Condition
35143285,2017-01-01 00:34:00,MANHATTAN,,,Street Light Condition
35139375,2017-01-01 00:34:33,BROOKLYN,11236,BROOKLYN,Noise - Commercial
35137515,2017-01-01 00:34:42,QUEENS,11106,ASTORIA,Noise - Residential
35143442,2017-01-01 00:34:43,QUEENS,11691,FAR ROCKAWAY,Noise - Residential
35136950,2017-01-01 00:34:50,BROOKLYN,11212,BROOKLYN,Blocked Driveway
35141929,2017-01-01 00:35:04,BROOKLYN,11215,BROOKLYN,Noise - Commercial
35140425,2017-01-01 00:35:54,BROOKLYN,11218,BROOKLYN,Noise - Residential
35147813,2017-01-01 00:36:17,BROOKLYN,11249,BROOKLYN,Street Condition
35147773,2017-01-01 00:36:37,QUEENS,11373,Elmhurst,Building/Use
35140154,2017-01-01 00:36:49,MANHATTAN,10003,NEW YORK,Noise - Commercial
35144030,2017-01-01 00:37:02,BROOKLYN,11205,BROOKLYN,Street Condition
35141867,2017-01-01 00:37:06,QUEENS,11693,FAR ROCKAWAY,Noise - Residential
35142753,2017-01-01 00:37:20,MANHATTAN,10029,NEW YORK,Noise - Residential
35138472,2017-01-01 00:37:27,BROOKLYN,11217,BROOKLYN,Noise - Residential
35139344,2017-01-01 00:37:39,MANHATTAN,10033,NEW YORK,Noise - Street/Sidewalk
35138710,2017-01-01 00:38:01,MANHATTAN,10003,NEW YORK,Noise - Residential
35143539,2017-01-01 00:38:10,MANHATTAN,10033,NEW YORK,Noise - Street/Sidewalk
35141118,2017-01-01 00:38:30,BROOKLYN,11234,BROOKLYN,Noise - Residential
35136974,2017-01-01 00:39:00,MANHATTAN,10014,NEW YORK,Noise - Commercial
35147011,2017-01-01 00:39:00,QUEENS,11361,Bayside,Noise
35144673,2017-01-01 00:39:04,BROOKLYN,11238,BROOKLYN,Street Condition
35142972,2017-01-01 00:39:26,QUEENS,11374,REGO PARK,Illegal Parking
35142755,2017-01-01 00:39:26,Unspecified,,,Noise - Residential
35142780,2017-01-01 00:39:30,BROOKLYN,11201,BROOKLYN,For Hire Vehicle Complaint
35141990,2017-01-01 00:39:33,QUEENS,11370,EAST ELMHURST,Blocked Driveway
35140706,2017-01-01 00:39:34,BROOKLYN,11207,BROOKLYN,Blocked Driveway
35147473,2017-01-01 00:39:48,BROOKLYN,11216,BROOKLYN,Street Condition
35143286,2017-01-01 00:40:00,MANHATTAN,10029,NEW YORK,Street Light Condition
35139373,2017-01-01 00:40:01,BROOKLYN,11219,BROOKLYN,Noise - Residential
35146699,2017-01-01 00:40:08,MANHATTAN,10031,NEW YORK,HEAT/HOT WATER
35137489,2017-01-01 00:40:11,MANHATTAN,10012,NEW YORK,Noise - Commercial
35144696,2017-01-01 00:40:44,BROOKLYN,11238,BROOKLYN,Street Condition
35140137,2017-01-01 00:41:00,BROOKLYN,11221,BROOKLYN,Noise - Residential
35137575,2017-01-01 00:41:02,BROOKLYN,11225,BROOKLYN,Noise - Residential
35142589,2017-01-01 00:41:10,BROOKLYN,11238,BROOKLYN,Noise - Residential
35139562,2017-01-01 00:41:16,MANHATTAN,10029,NEW YORK,Noise - Residential
35144071,2017-01-01 00:41:20,BROOKLYN,11215,BROOKLYN,Street Condition
35140481,2017-01-01 00:41:36,MANHATTAN,10031,NEW YORK,Noise - Residential
35141858,2017-01-01 00:41:36,BRONX,10453,BRONX,Noise - Residential
35140473,2017-01-01 00:41:48,MANHATTAN,10002,NEW YORK,Noise - Residential
35142767,2017-01-01 00:42:15,QUEENS,11374,REGO PARK,Noise - Residential
35141970,2017-01-01 00:42:24,BROOKLYN,11238,BROOKLYN,Noise - Residential
35137546,2017-01-01 00:42:24,QUEENS,11691,FAR ROCKAWAY,Noise - Residential
35138473,2017-01-01 00:42:39,MANHATTAN,10003,NEW YORK,Noise - Commercial
35140858,2017-01-01 00:43:00,STATEN ISLAND,10312,STATEN ISLAND,Electronics Waste
35140416,2017-01-01 00:43:05,BRONX,10457,BRONX,Drinking
35143063,2017-01-01 00:43:20,MANHATTAN,10038,NEW YORK,Noise - Residential
35140098,2017-01-01 00:43:27,MANHATTAN,10025,NEW YORK,Noise - Residential
35138725,2017-01-01 00:43:47,MANHATTAN,10016,NEW YORK,Noise - Commercial
35145177,2017-01-01 00:43:48,QUEENS,11434,Jamaica,Building/Use
35143619,2017-01-01 00:43:50,MANHATTAN,10031,NEW YORK,Noise - Residential
35139337,2017-01-01 00:44:23,QUEENS,11374,REGO PARK,Noise - Residential
35141971,2017-01-01 00:44:33,MANHATTAN,10009,NEW YORK,Noise - Residential
35142192,2017-01-01 00:44:34,QUEENS,11373,ELMHURST,Noise - Residential
35141102,2017-01-01 00:44:49,QUEENS,11372,JACKSON HEIGHTS,Noise - Residential
35143057,2017-01-01 00:45:01,MANHATTAN,10013,NEW YORK,Noise - Residential
35137736,2017-01-01 00:46:14,QUEENS,11435,JAMAICA,Noise - Residential
35137491,2017-01-01 00:46:22,BROOKLYN,11206,BROOKLYN,Noise - Street/Sidewalk
35140500,2017-01-01 00:46:23,QUEENS,11427,QUEENS VILLAGE,Noise - Residential
35143668,2017-01-01 00:46:29,BROOKLYN,11238,BROOKLYN,Noise - Residential
35137847,2017-01-01 00:46:31,QUEENS,11434,JAMAICA,Noise - Residential
35140405,2017-01-01 00:46:43,BROOKLYN,11233,BROOKLYN,Noise - Residential
35141903,2017-01-01 00:47:15,BRONX,10454,BRONX,Noise - Residential
35140155,2017-01-01 00:47:32,MANHATTAN,10009,NEW YORK,Noise - Commercial
35140215,2017-01-01 00:47:44,BRONX,10472,BRONX,Noise - Residential
35146279,2017-01-01 00:48:00,BROOKLYN,11233,BROOKLYN,HEAT/HOT WATER
35142937,2017-01-01 00:48:11,MANHATTAN,10026,NEW YORK,Noise - Commercial
35142998,2017-01-01 00:48:20,BRONX,10473,BRONX,Blocked Driveway
35138457,2017-01-01 00:48:24,BROOKLYN,11235,BROOKLYN,Noise - Residential
35137391,2017-01-01 00:49:00,QUEENS,11694,ROCKAWAY PARK,Noise - Residential
35139678,2017-01-01 00:49:01,BROOKLYN,11221,BROOKLYN,Noise - Residential
35137543,2017-01-01 00:49:05,BRONX,10470,BRONX,Noise - Residential
35141084,2017-01-01 00:49:08,BROOKLYN,11249,BROOKLYN,Noise - Residential
35140072,2017-01-01 00:49:19,MANHATTAN,10128,NEW YORK,Noise - Residential
35142779,2017-01-01 00:49:20,MANHATTAN,10017,NEW YORK,Noise - Residential
35137580,2017-01-01 00:49:37,BRONX,10458,BRONX,Blocked Driveway
35142183,2017-01-01 00:50:06,QUEENS,11373,ELMHURST,Blocked Driveway
35142206,2017-01-01 00:50:27,QUEENS,11428,QUEENS VILLAGE,Noise - Vehicle
35137545,2017-01-01 00:50:55,QUEENS,11368,CORONA,Noise - Residential
35147275,2017-01-01 00:51:06,BROOKLYN,11235,BROOKLYN,HEAT/HOT WATER
35139575,2017-01-01 00:51:26,STATEN ISLAND,10312,STATEN ISLAND,Noise - Residential
35142727,2017-01-01 00:51:31,QUEENS,11374,REGO PARK,Noise - Residential
35145617,2017-01-01 00:51:34,QUEENS,11368,Corona,HEAT/HOT WATER
35140501,2017-01-01 00:51:37,BRONX,10452,BRONX,Noise - Residential
35136936,2017-01-01 00:51:40,MANHATTAN,10003,NEW YORK,Noise - Commercial
35142797,2017-01-01 00:51:45,BROOKLYN,11209,BROOKLYN,Noise - Residential
35137791,2017-01-01 00:52:01,QUEENS,11373,ELMHURST,Noise - Residential
35142798,2017-01-01 00:52:03,BROOKLYN,11203,BROOKLYN,Noise - Residential
35142214,2017-01-01 00:52:06,QUEENS,11368,CORONA,Noise - Street/Sidewalk
35139641,2017-01-01 00:52:17,QUEENS,11373,ELMHURST,Illegal Parking
35140727,2017-01-01 00:52:20,STATEN ISLAND,10304,STATEN ISLAND,Blocked Driveway
35140117,2017-01-01 00:53:21,BRONX,10467,BRONX,Illegal Parking
35141144,2017-01-01 00:53:27,MANHATTAN,10002,NEW YORK,Noise - Residential
35142197,2017-01-01 00:53:50,BRONX,10469,BRONX,Blocked Driveway
35143005,2017-01-01 00:53:53,MANHATTAN,10025,NEW YORK,Noise - Commercial
35141916,2017-01-01 00:53:58,QUEENS,11435,JAMAICA,Noise - Residential
35143581,2017-01-01 00:54:31,MANHATTAN,10009,NEW YORK,Noise - Residential
35146424,2017-01-01 00:54:32,MANHATTAN,10025,NEW YORK,Street Condition
35138500,2017-01-01 00:54:42,MANHATTAN,10031,NEW YORK,Noise - Residential
35140183,2017-01-01 00:54:49,QUEENS,11416,OZONE PARK,Illegal Parking
35142765,2017-01-01 00:54:54,BROOKLYN,11238,BROOKLYN,Noise - Residential
